signup_date,termination_date,membership_cost
2014-01-11,2014-04-28,1264.0
2014-01-06,2014-04-27,1093.0
2014-01-11,2014-04-08,1224.0
2014-01-23,2014-06-20,1179.0
2014-01-18,2014-03-02,1172.0
2014-01-21,2014-06-18,1347.0
2014-01-14,2014-06-20,1430.0
2014-01-19,2014-03-18,1321.0
2014-01-29,2014-05-30,1284.0
2014-01-10,2014-06-28,1072.0
2014-01-12,2014-06-25,1208.0
2014-01-01,2014-04-27,1057.0
2014-01-19,2014-04-19,833.0
2014-01-31,2014-06-06,1139.0
2014-01-14,2014-06-26,1152.0
2014-01-17,2014-06-20,1346.0
2014-01-15,2014-03-19,956.0
2014-01-15,2014-06-12,1014.0
2014-01-27,2014-06-24,955.0
2014-01-06,2014-03-27,1165.0
2014-01-20,2014-05-10,1391.0
2014-01-11,2014-06-28,1210.0
2014-01-29,2014-06-05,938.0
2014-01-02,2014-06-18,1496.0
2014-01-25,2014-06-03,1155.0
2014-01-13,2014-03-19,1378.0
2014-01-11,2014-04-06,1057.0
2014-01-24,2014-06-29,1226.0
2014-01-27,2014-06-30,1285.0
2014-01-05,2014-06-30,1467.0
2014-01-11,2014-03-19,1253.0
2014-01-04,2014-06-28,872.0
2014-01-23,2014-03-08,1234.0
2014-01-06,2014-06-30,1093.0
2014-01-25,2014-04-13,995.0
2014-01-23,2014-06-29,1137.0
2014-01-16,2014-03-16,1407.0
2014-01-25,2014-04-06,1237.0
2014-01-08,2014-03-13,1391.0
2014-01-02,2014-02-16,1134.0
2014-01-28,2014-05-17,1309.0
2014-01-24,2014-06-27,1051.0
2014-01-13,2014-06-06,1137.0
2014-01-01,2014-04-21,1047.0
2014-01-02,2014-04-04,1048.0
2014-01-03,2014-06-29,1113.0
2014-01-23,2014-06-08,1287.0
2014-01-08,2014-04-23,1082.0
2014-01-16,2014-05-31,1120.0
2014-01-15,2014-06-30,1166.0
2014-01-20,2014-04-26,1463.0
2014-01-29,2014-06-09,1239.0
2014-01-29,2014-06-22,1216.0
2014-01-04,2014-06-23,1222.0
2014-01-24,2014-02-16,705.0
2014-01-14,2014-06-06,1498.0
2014-01-08,2014-05-21,899.0
2014-01-20,2014-06-21,1598.0
2014-01-01,2014-03-23,1401.0
2014-01-12,2014-06-15,1260.0
2014-01-10,2014-06-23,1014.0
2014-01-02,2014-05-22,1129.0
2014-01-27,2014-02-22,1715.0
2014-01-27,2014-06-12,1101.0
2014-01-04,2014-06-29,1433.0
2014-01-14,2014-05-29,1196.0
2014-01-17,2014-05-18,935.0
2014-01-06,2014-07-01,845.0
2014-01-11,2014-06-23,1333.0
2014-01-03,2014-06-30,1201.0
2014-01-03,2014-06-09,1120.0
2014-01-28,2014-05-13,847.0
2014-01-12,2014-06-26,1234.0
2014-01-12,2014-03-19,1017.0
2014-01-19,2014-03-15,1419.0
2014-01-06,2014-05-04,896.0
2014-01-16,2014-06-29,1519.0
2014-01-23,2014-06-09,1253.0
2014-01-25,2014-05-17,1142.0
2014-01-04,2014-06-21,1213.0
2014-01-26,2014-06-21,1158.0
2014-01-13,2014-06-10,1102.0
2014-01-23,2014-06-28,1295.0
2014-01-11,2014-06-17,837.0
2014-01-19,2014-03-13,1337.0
2014-01-19,2014-06-03,1456.0
2014-01-01,2014-05-24,968.0
2014-01-17,2014-06-23,1164.0
2014-01-09,2014-06-27,944.0
2014-01-01,2014-06-23,1181.0
2014-01-17,2014-05-23,1135.0
2014-01-24,2014-06-08,1008.0
2014-01-30,2014-05-11,1089.0
2014-01-17,2014-06-21,1119.0
2014-01-21,2014-06-10,1142.0
2014-01-06,2014-06-21,996.0
2014-01-26,2014-05-18,812.0
2014-01-22,2014-02-28,1301.0
2014-01-18,2014-05-18,1100.0
2014-01-09,2014-06-01,1203.0
2014-01-16,2014-06-24,1349.0
2014-01-16,2014-06-13,1578.0
2014-01-25,2014-05-06,1296.0
2014-01-31,2014-06-13,923.0
2014-01-18,2014-06-29,855.0
2014-01-31,2014-03-27,1148.0
2014-01-09,2014-02-16,1213.0
2014-01-11,2014-02-28,1347.0
2014-01-18,2014-06-30,1251.0
2014-01-19,2014-04-13,1526.0
2014-01-25,2014-03-09,1401.0
2014-01-25,2014-06-29,1161.0
2014-01-25,2014-06-15,1327.0
2014-01-31,2014-06-13,1039.0
2014-01-17,2014-06-21,1699.0
2014-01-30,2014-05-23,1139.0
2014-01-19,2014-05-11,1344.0
2014-01-07,2014-06-08,1332.0
2014-01-25,2014-06-22,1257.0
2014-01-25,2014-06-14,1328.0
2014-01-23,2014-03-22,913.0
2014-01-01,2014-06-23,1082.0
2014-01-20,2014-05-11,1349.0
2014-01-31,2014-06-05,1398.0
2014-01-31,2014-04-06,1483.0
2014-01-29,2014-06-04,1563.0
2014-01-28,2014-06-01,1178.0
2014-01-11,2014-06-10,1116.0
2014-01-18,2014-06-22,1258.0
2014-01-23,2014-04-23,998.0
2014-01-21,2014-02-16,1473.0
2014-01-17,2014-03-16,1115.0
2014-01-01,2014-03-22,1610.0
2014-01-18,2014-06-29,1134.0
2014-01-10,2014-06-14,1494.0
2014-01-25,2014-05-23,983.0
2014-01-24,2014-06-29,1545.0
2014-01-04,2014-03-09,697.0
2014-01-29,2014-05-12,1134.0
2014-01-01,2014-04-13,1396.0
2014-01-25,2014-05-04,1024.0
2014-01-07,2014-03-19,885.0
2014-01-09,2014-03-29,969.0
2014-01-20,2014-05-28,1273.0
2014-01-13,2014-03-02,1007.0
2014-01-02,2014-06-05,969.0
2014-01-25,2014-06-08,1551.0
2014-01-17,2014-06-22,914.0
2014-01-26,2014-05-09,1206.0
2014-01-04,2014-04-13,1271.0
2014-01-20,2014-06-28,1227.0
2014-01-31,2014-06-30,1193.0
2014-01-16,2014-06-07,1448.0
2014-01-12,2014-03-30,1195.0
2014-01-03,2014-06-18,827.0
2014-01-06,2014-06-28,1448.0
2014-01-24,2014-06-25,1205.0
2014-01-03,2014-03-16,1465.0
2014-01-29,2014-06-30,1076.0
2014-01-01,2014-06-29,1289.0
2014-01-30,2014-06-23,1329.0
2014-01-10,2014-06-21,1222.0
2014-01-01,2014-06-28,1234.0
2014-01-17,2014-05-05,1246.0
2014-01-01,2014-05-28,1521.0
2014-01-03,2014-03-28,1162.0
2014-01-13,2014-04-23,1127.0
2014-01-11,2014-05-11,960.0
2014-01-25,2014-05-16,1352.0
2014-01-26,2014-06-01,1320.0
2014-01-27,2014-06-13,1294.0
2014-01-31,2014-06-14,1124.0
2014-01-29,2014-05-02,1270.0
2014-01-31,2014-06-28,1287.0
2014-01-25,2014-05-28,1523.0
2014-01-11,2014-06-24,1300.0
2014-01-27,2014-05-14,1513.0
2014-01-20,2014-06-01,909.0
2014-01-07,2014-06-25,1367.0
2014-01-04,2014-04-02,1243.0
2014-01-22,2014-03-01,1273.0
2014-01-21,2014-05-09,1209.0
2014-01-01,2014-05-25,911.0
2014-01-24,2014-03-05,1317.0
2014-01-04,2014-06-17,1086.0
2014-01-18,2014-06-25,972.0
2014-01-22,2014-06-29,1041.0
2014-01-24,2014-02-23,1087.0
2014-01-27,2014-05-16,861.0
2014-01-27,2014-06-19,1012.0
2014-01-18,2014-06-03,1024.0
2014-01-24,2014-06-29,1144.0
2014-01-06,2014-06-07,1297.0
2014-01-31,2014-02-17,1301.0
2014-01-08,2014-06-11,1041.0
2014-01-01,2014-05-25,1149.0
2014-01-24,2014-06-20,1478.0
2014-01-09,2014-05-15,912.0
2014-01-31,2014-05-15,690.0
2014-01-18,2014-06-30,1340.0
2014-01-20,2014-04-26,1341.0
2014-01-29,2014-06-16,986.0
2014-01-05,2014-06-28,949.0
2014-01-06,2014-06-15,900.0
2014-01-25,2014-05-21,1191.0
2014-01-11,2014-06-28,1010.0
2014-01-26,2014-03-30,1041.0
2014-01-23,2014-06-07,999.0
2014-01-04,2014-02-16,942.0
2014-01-14,2014-03-15,1270.0
2014-01-01,2014-06-27,1165.0
2014-01-09,2014-06-25,1008.0
2014-01-30,2014-05-31,1472.0
2014-01-20,2014-04-04,1440.0
2014-01-05,2014-06-23,1254.0
2014-01-03,2014-03-15,873.0
2014-01-26,2014-06-08,1508.0
2014-01-15,2014-06-19,1210.0
2014-01-21,2014-06-27,1109.0
2014-01-19,2014-05-04,1349.0
2014-01-17,2014-06-24,1023.0
2014-01-08,2014-06-26,1284.0
2014-01-12,2014-05-07,1196.0
2014-01-15,2014-06-06,956.0
2014-01-19,2014-05-31,1421.0
2014-01-15,2014-04-06,1516.0
2014-01-25,2014-05-03,1159.0
2014-01-23,2014-05-08,1101.0
2014-01-31,2014-03-06,1109.0
2014-01-08,2014-04-13,1435.0
2014-01-26,2014-05-15,1349.0
2014-01-30,2014-06-20,1160.0
2014-01-25,2014-06-15,1590.0
2014-01-25,2014-05-16,1196.0
2014-01-18,2014-06-16,1190.0
2014-01-16,2014-02-16,1338.0
2014-01-08,2014-06-25,1167.0
2014-01-25,2014-06-10,712.0
2014-01-24,2014-02-16,1239.0
2014-01-05,2014-06-20,1075.0
2014-01-16,2014-06-19,1455.0
2014-01-01,2014-04-10,1164.0
2014-01-31,2014-05-04,1049.0
2014-01-26,2014-06-30,1024.0
2014-01-19,2014-04-19,1096.0
2014-01-17,2014-06-04,1321.0
2014-01-07,2014-06-15,1273.0
2014-01-08,2014-05-08,1004.0
2014-01-19,2014-06-30,1211.0
2014-01-06,2014-06-29,1064.0
2014-01-23,2014-06-22,1510.0
2014-01-27,2014-04-16,1396.0
2014-01-10,2014-06-22,1280.0
2014-01-25,2014-03-08,1241.0
2014-01-01,2014-06-28,726.0
2014-01-03,2014-04-20,1257.0
2014-01-13,2014-03-02,1560.0
2014-01-16,2014-05-16,1517.0
2014-01-28,2014-05-24,1394.0
2014-01-25,2014-06-27,1141.0
2014-01-07,2014-06-18,1146.0
2014-01-31,2014-05-10,1412.0
2014-01-01,2014-06-22,1312.0
2014-01-03,2014-05-02,843.0
2014-01-07,2014-06-03,1278.0
2014-01-27,2014-06-22,1414.0
2014-01-30,2014-05-10,1239.0
2014-01-09,2014-06-21,968.0
2014-01-26,2014-06-28,1309.0
2014-01-10,2014-05-18,1170.0
2014-01-19,2014-06-19,944.0
2014-01-24,2014-06-29,1287.0
2014-01-29,2014-06-04,1257.0
2014-01-10,2014-03-06,1177.0
2014-01-20,2014-06-04,1217.0
2014-01-28,2014-06-29,1280.0
2014-01-04,2014-06-12,1356.0
2014-01-31,2014-06-07,1066.0
2014-01-11,2014-06-24,1022.0
2014-01-05,2014-06-24,1122.0
2014-01-07,2014-06-30,1306.0
2014-01-25,2014-06-22,1350.0
2014-01-02,2014-05-11,1083.0
2014-01-08,2014-04-24,1038.0
2014-01-30,2014-06-03,1356.0
2014-01-06,2014-05-18,1369.0
2014-01-28,2014-06-26,1223.0
2014-01-25,2014-05-25,1193.0
2014-01-17,2014-06-28,1068.0
2014-01-11,2014-06-27,1075.0
2014-01-16,2014-06-15,927.0
2014-01-29,2014-06-27,1311.0
2014-01-30,2014-06-20,1143.0
2014-01-11,2014-04-18,1373.0
2014-01-19,2014-02-16,1117.0
2014-01-25,2014-05-08,1089.0
2014-01-11,2014-06-29,1193.0
2014-01-05,2014-05-10,1373.0
2014-01-17,2014-06-28,1043.0
2014-01-13,2014-06-30,1420.0
2014-01-03,2014-06-29,1256.0
2014-01-23,2014-04-25,1143.0
2014-01-02,2014-06-29,1351.0
2014-01-14,2014-06-27,1227.0
2014-01-15,2014-05-08,1022.0
2014-01-11,2014-06-21,1220.0
2014-01-28,2014-06-30,974.0
2014-01-16,2014-07-01,1137.0
2014-01-07,2014-06-29,1075.0
2014-01-02,2014-06-27,976.0
2014-01-22,2014-06-25,1351.0
2014-01-28,2014-05-19,1303.0
2014-01-01,2014-06-14,1153.0
2014-01-30,2014-05-26,1135.0
2014-01-31,2014-05-21,1564.0
2014-01-09,2014-06-16,1422.0
2014-01-18,2014-06-17,1407.0
2014-01-03,2014-02-28,1286.0
2014-01-27,2014-05-26,1523.0
2014-01-31,2014-06-13,1195.0
2014-01-14,2014-06-02,838.0
2014-01-04,2014-06-28,1317.0
2014-01-10,2014-06-22,1526.0
2014-01-22,2014-06-09,1172.0
2014-01-07,2014-06-29,1335.0
2014-01-25,2014-05-29,995.0
2014-01-24,2014-06-19,1319.0
2014-01-28,2014-06-28,1147.0
2014-01-06,2014-05-15,1202.0
2014-01-11,2014-06-18,1580.0
2014-01-10,2014-05-21,1174.0
2014-01-29,2014-05-19,1195.0
2014-01-21,2014-06-26,1176.0
2014-01-14,2014-04-28,713.0
2014-01-12,2014-03-24,1501.0
2014-01-05,2014-06-26,1020.0
2014-01-24,2014-06-26,916.0
2014-01-18,2014-06-29,1579.0
2014-01-16,2014-06-18,870.0
2014-01-03,2014-06-21,1418.0
2014-01-01,2014-03-29,1069.0
2014-01-24,2014-03-02,866.0
2014-01-02,2014-06-29,1321.0
2014-01-28,2014-05-10,1394.0
2014-01-11,2014-06-29,1519.0
2014-01-25,2014-06-18,1331.0
2014-01-10,2014-03-06,1312.0
2014-01-22,2014-05-23,1158.0
2014-01-21,2014-06-30,1153.0
2014-01-18,2014-03-18,1105.0
2014-01-12,2014-06-29,1255.0
2014-01-01,2014-06-20,1350.0
2014-01-07,2014-06-13,1351.0
2014-01-12,2014-06-26,1325.0
2014-01-24,2014-06-21,1606.0
2014-01-02,2014-06-27,1452.0
2014-01-08,2014-05-03,1431.0
2014-01-15,2014-06-29,1054.0
2014-01-25,2014-06-17,810.0
2014-01-29,2014-06-21,919.0
2014-01-25,2014-04-13,1185.0
2014-01-11,2014-04-06,1104.0
2014-01-07,2014-06-06,1359.0
2014-01-14,2014-06-22,1191.0
2014-01-11,2014-05-27,1362.0
2014-01-18,2014-03-16,838.0
2014-01-29,2014-04-25,1491.0
2014-01-26,2014-06-09,928.0
2014-01-01,2014-03-23,1326.0
2014-01-07,2014-03-03,1310.0
2014-01-07,2014-05-27,751.0
2014-01-15,2014-03-31,1057.0
2014-01-30,2014-06-23,1524.0
2014-01-06,2014-06-02,1302.0
2014-01-03,2014-05-29,1022.0
2014-01-30,2014-04-11,1332.0
2014-01-20,2014-06-29,1043.0
2014-01-10,2014-06-27,1242.0
2014-01-21,2014-05-24,1271.0
2014-01-11,2014-06-28,1482.0
2014-01-30,2014-06-28,1162.0
2014-01-08,2014-06-22,1053.0
2014-01-26,2014-06-20,1328.0
2014-01-23,2014-02-26,1460.0
2014-01-19,2014-05-22,1242.0
2014-01-10,2014-06-29,1134.0
2014-01-07,2014-06-28,1378.0
2014-01-18,2014-06-26,1496.0
2014-01-10,2014-06-13,1124.0
2014-01-04,2014-05-10,1183.0
2014-01-14,2014-06-03,1556.0
2014-01-23,2014-04-18,1447.0
2014-01-09,2014-05-09,1405.0
2014-01-13,2014-02-19,1072.0
2014-01-25,2014-06-07,1241.0
2014-01-31,2014-05-21,1290.0
2014-01-22,2014-04-20,1076.0
2014-01-11,2014-03-27,1392.0
2014-01-17,2014-03-28,1226.0
2014-01-15,2014-06-26,1183.0
2014-01-12,2014-04-20,1272.0
2014-01-31,2014-06-15,926.0
2014-01-27,2014-06-23,1250.0
2014-01-06,2014-05-13,1678.0
2014-01-18,2014-04-24,1022.0
2014-01-26,2014-06-25,1048.0
2014-01-01,2014-04-27,1445.0
2014-01-23,2014-03-22,1278.0
2014-01-11,2014-06-23,1049.0
2014-01-18,2014-06-07,1440.0
2014-01-09,2014-05-11,1124.0
2014-01-17,2014-04-04,1057.0
2014-01-09,2014-06-14,1346.0
2014-01-02,2014-05-11,1247.0
2014-01-11,2014-05-03,775.0
2014-01-18,2014-04-16,1330.0
2014-01-08,2014-03-22,1303.0
2014-01-25,2014-06-19,1583.0
2014-01-31,2014-06-29,1152.0
2014-01-11,2014-04-02,1195.0
2014-01-18,2014-06-26,641.0
2014-01-18,2014-06-17,1253.0
2014-01-29,2014-06-01,1128.0
2014-01-25,2014-06-02,1297.0
2014-01-14,2014-03-16,1428.0
2014-01-07,2014-05-07,1203.0
2014-01-14,2014-05-27,1092.0
2014-01-03,2014-06-21,886.0
2014-01-25,2014-06-23,1122.0
2014-01-24,2014-06-22,1155.0
2014-01-08,2014-06-30,1354.0
2014-01-17,2014-04-24,1125.0
2014-01-25,2014-04-07,1558.0
2014-01-12,2014-05-25,1011.0
2014-01-01,2014-04-27,1302.0
2014-01-26,2014-06-25,1314.0
2014-01-25,2014-06-20,1225.0
2014-01-30,2014-06-07,914.0
2014-01-14,2014-06-28,1195.0
2014-01-06,2014-06-28,1526.0
2014-01-18,2014-05-24,1416.0
2014-01-06,2014-06-25,1205.0
2014-01-22,2014-06-26,1305.0
2014-01-23,2014-04-26,969.0
2014-01-17,2014-06-04,948.0
2014-01-27,2014-04-20,1188.0
2014-01-16,2014-05-05,966.0
2014-01-07,2014-06-21,553.0
2014-01-11,2014-06-19,1670.0
2014-01-17,2014-03-17,1341.0
2014-01-20,2014-03-19,1380.0
2014-01-15,2014-06-04,1433.0
2014-01-31,2014-06-22,1135.0
2014-01-11,2014-06-30,1205.0
2014-01-19,2014-05-25,1190.0
2014-01-24,2014-05-12,839.0
2014-01-07,2014-06-16,1155.0
2014-01-18,2014-04-20,1285.0
2014-01-06,2014-05-14,1607.0
2014-01-15,2014-04-12,1310.0
2014-01-17,2014-06-14,1542.0
2014-01-02,2014-06-07,1639.0
2014-01-31,2014-06-21,1339.0
2014-01-24,2014-04-13,1330.0
2014-01-10,2014-06-30,1196.0
2014-01-16,2014-06-06,1221.0
2014-01-11,2014-02-19,1298.0
2014-01-23,2014-06-30,1196.0
2014-01-25,2014-03-01,1505.0
2014-01-21,2014-04-27,1132.0
2014-01-12,2014-05-25,1395.0
2014-01-18,2014-06-15,1524.0
2014-01-12,2014-06-21,1299.0
2014-01-27,2014-06-22,807.0
2014-01-01,2014-04-27,1122.0
2014-01-16,2014-06-29,1025.0
2014-01-07,2014-06-21,1086.0
2014-01-03,2014-06-08,1227.0
2014-01-22,2014-03-18,1489.0
2014-01-16,2014-04-20,1106.0
2014-01-31,2014-06-22,1407.0
2014-01-31,2014-05-14,1023.0
2014-01-01,2014-02-24,775.0
2014-01-07,2014-05-08,1059.0
2014-01-02,2014-05-30,1153.0
2014-01-27,2014-06-04,837.0
2014-01-09,2014-06-21,1023.0
2014-01-11,2014-04-19,1101.0
2014-01-09,2014-05-25,1282.0
2014-01-31,2014-06-29,1004.0
2014-01-11,2014-06-21,1320.0
2014-01-19,2014-03-23,1487.0
2014-01-23,2014-06-17,1405.0
2014-01-23,2014-05-26,1360.0
2014-01-25,2014-06-28,1023.0
2014-01-17,2014-06-29,1224.0
2014-01-17,2014-06-01,1156.0
2014-01-01,2014-03-14,1280.0
2014-01-18,2014-05-09,1344.0
2014-01-11,2014-06-26,1422.0
2014-01-08,2014-06-22,920.0
2014-01-20,2014-04-04,1195.0
2014-01-08,2014-04-05,1381.0
2014-01-14,2014-06-30,1185.0
2014-01-02,2014-05-31,1092.0
2014-01-06,2014-06-27,1107.0
2014-01-10,2014-05-31,1082.0
2014-01-24,2014-05-31,1277.0
2014-01-23,2014-04-19,1209.0
2014-01-19,2014-06-29,1159.0
2014-01-26,2014-06-29,965.0
2014-01-23,2014-07-01,1197.0
2014-01-26,2014-03-24,1164.0
2014-01-05,2014-06-11,1054.0
2014-01-07,2014-05-22,1544.0
2014-01-06,2014-02-23,1194.0
2014-01-16,2014-06-30,967.0
2014-01-02,2014-06-13,1031.0
2014-01-29,2014-05-06,1662.0
2014-01-11,2014-06-27,1196.0
2014-01-28,2014-04-24,1148.0
2014-01-29,2014-06-29,1327.0
2014-01-24,2014-06-22,1228.0
2014-01-13,2014-03-13,1798.0
2014-01-05,2014-06-29,1058.0
2014-01-26,2014-06-28,1293.0
2014-01-22,2014-03-17,1147.0
2014-01-28,2014-06-29,1113.0
2014-01-12,2014-06-13,1165.0
2014-01-31,2014-04-19,1274.0
2014-01-04,2014-03-27,1319.0
2014-01-18,2014-06-22,1019.0
2014-01-01,2014-04-27,1107.0
2014-01-28,2014-06-21,1388.0
2014-01-26,2014-03-14,1227.0
2014-01-23,2014-06-20,1082.0
2014-01-12,2014-06-12,1038.0
2014-01-18,2014-06-20,1100.0
2014-01-25,2014-06-30,1004.0
2014-01-11,2014-05-03,1043.0
2014-01-25,2014-06-30,1296.0
2014-01-25,2014-05-03,1315.0
2014-01-21,2014-06-24,926.0
2014-01-11,2014-06-21,1497.0
2014-01-04,2014-06-26,1092.0
2014-01-30,2014-06-30,1212.0
2014-01-17,2014-06-28,1223.0
2014-01-26,2014-06-09,1310.0
2014-01-23,2014-04-09,1249.0
2014-01-03,2014-05-23,1397.0
2014-01-11,2014-03-02,942.0
2014-01-05,2014-06-16,1261.0
2014-01-15,2014-06-23,1202.0
2014-01-22,2014-05-16,1202.0
2014-01-09,2014-03-03,1427.0
2014-01-03,2014-06-22,1551.0
2014-01-25,2014-05-16,1169.0
2014-01-24,2014-06-20,974.0
2014-01-31,2014-06-26,1574.0
2014-01-09,2014-03-16,1402.0
2014-01-18,2014-06-28,1206.0
2014-01-31,2014-06-21,1360.0
2014-01-19,2014-06-11,1303.0
2014-01-09,2014-04-24,1118.0
2014-01-06,2014-06-02,1580.0
2014-01-09,2014-03-30,1071.0
2014-01-14,2014-04-29,1453.0
2014-01-07,2014-05-11,1266.0
2014-01-05,2014-06-20,980.0
2014-01-22,2014-06-27,1372.0
2014-01-21,2014-06-08,861.0
2014-01-24,2014-06-29,1392.0
2014-01-10,2014-05-10,1237.0
2014-01-11,2014-06-29,1221.0
2014-01-18,2014-06-13,1166.0
2014-01-05,2014-04-19,1362.0
2014-01-20,2014-02-18,1204.0
2014-01-23,2014-05-20,943.0
2014-01-28,2014-06-30,1529.0
2014-01-02,2014-05-29,1270.0
2014-01-22,2014-06-24,1032.0
2014-01-23,2014-06-16,908.0
2014-01-24,2014-06-01,813.0
2014-01-30,2014-06-14,1187.0
2014-01-18,2014-06-07,1171.0
2014-01-14,2014-06-10,1162.0
2014-01-07,2014-04-27,1301.0
2014-01-17,2014-06-18,1161.0
2014-01-05,2014-06-18,1302.0
2014-01-28,2014-06-23,1296.0
2014-01-04,2014-06-19,1316.0
2014-01-25,2014-03-05,970.0
2014-01-13,2014-06-17,1276.0
2014-01-19,2014-04-25,1292.0
2014-01-22,2014-06-29,1026.0
2014-01-25,2014-02-16,1201.0
2014-01-11,2014-06-30,1520.0
2014-01-04,2014-05-18,969.0
2014-01-09,2014-04-05,1578.0
2014-01-24,2014-05-14,1050.0
2014-01-14,2014-05-15,1194.0
2014-01-06,2014-06-22,1313.0
2014-01-11,2014-03-24,904.0
2014-01-29,2014-03-09,1208.0
2014-01-18,2014-06-01,1283.0
2014-01-22,2014-04-22,1555.0
2014-01-02,2014-06-30,1439.0
2014-01-30,2014-05-02,1087.0
2014-01-26,2014-02-23,1198.0
2014-01-06,2014-06-26,1218.0
2014-01-30,2014-03-26,1672.0
2014-01-25,2014-03-02,980.0
2014-01-04,2014-06-27,1097.0
2014-01-22,2014-05-21,1068.0
2014-01-03,2014-03-30,1020.0
2014-01-05,2014-05-31,1466.0
2014-01-08,2014-06-22,1216.0
2014-01-25,2014-07-01,1588.0
2014-01-27,2014-06-15,940.0
2014-01-25,2014-06-14,1135.0
2014-01-20,2014-06-15,1001.0
2014-01-08,2014-06-26,1416.0
2014-01-10,2014-06-20,903.0
2014-01-31,2014-06-05,817.0
2014-01-11,2014-06-14,1218.0
2014-01-27,2014-02-19,1078.0
2014-01-17,2014-06-29,945.0
2014-01-08,2014-06-14,1400.0
2014-01-20,2014-06-23,1111.0
2014-01-11,2014-05-20,1329.0
2014-01-05,2014-03-24,1376.0
2014-01-26,2014-06-24,1302.0
2014-01-26,2014-06-30,1568.0
2014-01-28,2014-03-23,908.0
2014-01-15,2014-06-28,919.0
2014-01-25,2014-05-06,1456.0
2014-01-13,2014-06-10,959.0
2014-01-01,2014-03-14,1326.0
2014-01-11,2014-06-27,1242.0
2014-01-13,2014-06-13,994.0
2014-01-04,2014-03-16,1208.0
2014-01-22,2014-05-17,972.0
2014-01-10,2014-05-25,1510.0
2014-01-01,2014-03-07,1373.0
2014-01-19,2014-05-30,1292.0
2014-01-17,2014-06-21,1300.0
2014-01-11,2014-06-29,1415.0
2014-01-14,2014-03-08,1033.0
2014-01-31,2014-06-06,1468.0
2014-01-27,2014-06-13,1085.0
2014-01-20,2014-05-04,1647.0
2014-01-26,2014-06-11,1461.0
2014-01-10,2014-06-09,1412.0
2014-01-01,2014-06-15,1112.0
2014-01-10,2014-05-19,1003.0
2014-01-13,2014-03-23,1292.0
2014-01-10,2014-02-26,848.0
2014-01-17,2014-04-29,1196.0
2014-01-16,2014-06-12,1269.0
2014-01-01,2014-03-22,1303.0
2014-01-25,2014-05-03,1131.0
2014-01-26,2014-05-30,1197.0
2014-01-25,2014-03-08,1200.0
2014-01-04,2014-06-14,967.0
2014-01-18,2014-06-20,985.0
2014-01-16,2014-06-27,1016.0
2014-01-13,2014-05-18,1119.0
2014-01-02,2014-03-12,1052.0
2014-01-19,2014-06-10,962.0
2014-01-10,2014-06-22,1214.0
2014-01-22,2014-04-30,1260.0
2014-01-12,2014-02-16,1290.0
2014-01-27,2014-06-26,1243.0
2014-01-16,2014-04-30,1033.0
2014-01-31,2014-05-31,896.0
2014-01-07,2014-04-16,1297.0
2014-01-18,2014-06-29,1306.0
2014-01-15,2014-03-28,1486.0
2014-01-31,2014-03-20,1065.0
2014-01-09,2014-05-25,1325.0
2014-01-24,2014-03-15,1132.0
2014-01-14,2014-04-19,1380.0
2014-01-11,2014-03-02,1210.0
2014-01-12,2014-06-07,1020.0
2014-01-26,2014-05-20,1257.0
2014-01-20,2014-06-01,1217.0
2014-01-30,2014-03-19,1275.0
2014-01-19,2014-05-22,1379.0
2014-01-04,2014-06-20,1084.0
2014-01-03,2014-06-15,1178.0
2014-01-14,2014-05-10,1116.0
2014-01-20,2014-06-28,857.0
2014-01-16,2014-06-26,1133.0
2014-01-18,2014-06-15,1253.0
2014-01-21,2014-06-16,1033.0
2014-01-18,2014-04-13,891.0
2014-01-31,2014-04-11,1360.0
2014-01-24,2014-03-31,1508.0
2014-01-11,2014-05-17,1366.0
2014-01-14,2014-06-26,978.0
2014-01-25,2014-05-25,1278.0
2014-01-27,2014-04-18,1346.0
2014-01-18,2014-06-13,955.0
2014-01-22,2014-02-27,1143.0
2014-01-17,2014-06-15,1197.0
2014-01-15,2014-06-26,1260.0
2014-01-10,2014-03-30,1467.0
2014-01-18,2014-06-26,1043.0
2014-01-05,2014-06-20,1069.0
2014-01-16,2014-06-06,771.0
2014-01-04,2014-02-27,990.0
2014-01-10,2014-06-27,1401.0
2014-01-03,2014-06-10,1491.0
2014-01-06,2014-06-30,1173.0
2014-01-07,2014-06-23,1046.0
2014-01-25,2014-05-18,1702.0
2014-01-17,2014-06-20,1409.0
2014-01-29,2014-05-30,1264.0
2014-01-31,2014-05-25,1515.0
2014-01-31,2014-06-30,1609.0
2014-01-11,2014-03-02,1662.0
2014-01-16,2014-04-04,742.0
2014-01-26,2014-03-13,847.0
2014-01-05,2014-05-18,1142.0
2014-01-23,2014-06-30,1514.0
2014-01-08,2014-06-22,1270.0
2014-01-18,2014-05-04,1329.0
2014-01-21,2014-06-07,1227.0
2014-01-31,2014-02-18,976.0
2014-01-06,2014-06-29,1444.0
2014-01-18,2014-05-30,1131.0
2014-01-05,2014-06-21,1283.0
2014-01-06,2014-04-12,1367.0
2014-01-03,2014-06-15,1328.0
2014-01-01,2014-06-22,1332.0
2014-01-19,2014-06-18,1816.0
2014-01-22,2014-03-17,1085.0
2014-01-22,2014-06-27,1401.0
2014-01-23,2014-06-17,1445.0
2014-01-13,2014-05-04,1201.0
2014-01-12,2014-03-10,1336.0
